Geneid	583FL	583HL	583K	595FL	595HL	595K	707FL	707HL	707K	710FL	710HL
DNOV00004261	1987	2368	1406	1133	1407	1075	3069	1872	1641	1184	1429
DNOV00004262	284	124	238	265	127	172	557	204	311	193	231
DNOV00004263	39	18	25	33	13	18	58	19	39	20	26
DNOV00016293	120	147	98	67	62	40	123	112	45	69	87
DNOV00016294	0	0	0	0	0	0	0	0	0	0	0
DNOV00016295	1355	1582	969	780	942	689	2234	1419	1152	940	1184
DNOV00016296	557	939	377	281	548	319	1056	816	565	418	473
DNOV00016297	2845	5211	2149	1640	2954	1526	4608	4162	2488	1858	2580
DNOV00016298	122	142	35	63	80	20	56	99	19	44	69
DNOV00016299	7	8	7	5	8	8	10	18	7	8	11
DNOV00016300	142	96	83	84	83	52	176	110	73	88	103
DNOV00016301	993	859	764	877	594	549	1837	922	946	796	838
DNOV00016302	1	1	0	0	0	0	1	0	0	0	0
DNOV00016303	4	15	1	2	7	1	4	17	2	2	7
DNOV00016304	159	111	184	185	83	135	302	119	170	80	137
DNOV00018106	684	597	541	529	382	399	1515	679	845	778	838
DNOV00018107	1617	2026	1070	940	1263	873	1897	1162	901	731	899
DNOV00018108	20	99	2	2	23	2	6	14	1	1	9
DNOV00015668	0	3	2	0	0	0	4	3	4	0	1
DNOV00015669	525	753	502	357	514	295	837	631	493	351	439
DNOV00015670	702	937	544	535	395	241	996	631	497	395	484
DNOV00015671	326	485	280	289	324	209	565	443	348	276	366
DNOV00015672	3	4	1	0	1	1	2	3	1	0	0
DNOV00015673	3	6	3	5	0	0	3	0	1	0	1
DNOV00015674	0	2	0	0	0	0	0	0	0	0	0
DNOV00015675	1125	1523	822	666	999	619	2089	1395	1121	785	1086
DNOV00015676	885	1397	626	613	931	513	1379	971	733	511	664
DNOV00015677	4	1	2	0	3	1	2	1	3	0	2
DNOV00015678	1863	2591	1139	1074	1606	951	2815	2054	1371	1066	1538
DNOV00015679	1020	1683	856	1007	853	507	1538	1068	830	708	891
DNOV00015680	61	104	30	36	28	5	101	72	27	34	26
DNOV00016264	3	4	3	10	0	0	8	1	1	1	0
DNOV00016265	0	0	0	0	0	0	1	0	0	0	0
DNOV00016266	14	18	8	21	13	4	54	13	11	6	17
DNOV00016267	75	108	58	51	60	31	85	46	25	13	28
DNOV00016268	847	1131	606	653	597	422	1418	916	695	573	729
DNOV00016269	1	0	0	2	0	0	0	0	0	0	0
DNOV00016270	12	19	4	1	13	3	16	3	2	2	7
DNOV00016271	14238	18692	11217	9564	8404	5606	22148	13061	10866	8697	11022
DNOV00016272	3114	4436	2036	1805	2690	1586	5890	3965	2932	2526	3327
DNOV00016273	253	414	129	125	198	73	249	265	94	106	312
DNOV00016274	926	1198	753	567	681	462	1344	856	652	560	677
DNOV00016275	1	0	0	0	0	0	1	1	0	0	0
DNOV00016276	1555	2074	1127	936	1237	948	3109	1830	1501	1044	1423
DNOV00016277	109	235	71	60	80	44	119	97	66	28	50
DNOV00016278	62	76	47	47	65	40	95	64	43	33	47
DNOV00016279	22015	27104	15264	10666	13545	9845	39385	24530	19228	15536	19353
DNOV00017614	1	4	0	0	1	1	1	1	0	1	6
DNOV00017615	8	22	8	8	14	10	27	11	10	10	10
DNOV00017616	1407	1623	934	830	1084	744	2458	1467	1112	987	1262
DNOV00017617	238	294	162	124	188	143	312	231	150	128	161
DNOV00017618	1921	2464	1294	1115	1374	993	2284	1422	1139	875	1200
DNOV00017619	28	163	4	6	125	3	37	171	12	19	337
DNOV00018561	0	0	0	0	0	0	0	0	0	0	0
DNOV00017717	2314	1195	1809	2025	626	993	3848	1460	1717	1621	1089
DNOV00017718	0	0	0	0	0	0	3	1	0	0	1
DNOV00017719	137	109	105	43	51	68	157	91	65	42	49
DNOV00017720	3535	4072	2326	2084	2739	2055	5594	3442	2860	2174	2672
DNOV00017721	4317	7331	1965	1836	4508	1174	5000	5036	2008	1773	2901
DNOV00016401	0	9	0	2	3	0	3	23	3	3	33
DNOV00016402	136	135	125	111	102	102	285	215	218	117	270
DNOV00016403	27	29	14	11	12	5	81	60	34	29	31
DNOV00016404	7	5	1	1	8	4	13	9	4	1	8
DNOV00016405	1445	2057	998	826	1254	716	2390	1737	1246	956	1484
DNOV00016406	1002	1371	702	566	796	523	1690	1187	811	557	763
DNOV00016407	154	228	120	83	113	97	201	161	103	63	103
DNOV00016408	179	224	119	175	185	135	363	194	193	147	186
DNOV00016409	1455	1414	1064	622	928	686	2089	1235	1085	804	954
DNOV00016410	1092	1246	831	640	514	400	1915	1166	925	566	613
DNOV00016411	0	0	0	0	0	0	0	0	0	0	0
DNOV00018603	55	44	60	33	43	28	157	55	59	48	44
DNOV00005331	1146	1921	772	514	882	477	1971	1453	1000	836	1056
DNOV00005332	959	2020	677	408	977	420	1307	1209	739	414	621
DNOV00005333	0	1	0	0	0	0	2	3	0	0	0
DNOV00005334	7	11	4	3	4	4	5	7	3	1	5
DNOV00005335	2	1	1	0	1	0	2	1	0	0	0
DNOV00005336	885	1151	663	586	727	517	1223	737	565	413	514
DNOV00005337	7998	10566	5695	4990	6395	4188	12624	7941	6176	5215	6351
DNOV00005338	1460	2372	1092	899	1464	820	2407	1829	1260	1190	1900
DNOV00005339	0	0	0	0	1	0	0	0	0	0	0
DNOV00005340	1240	1256	806	1062	784	456	1710	1090	724	621	674
DNOV00005341	9	20	10	12	20	7	25	20	10	11	12
DNOV00005342	48	47	45	56	50	49	138	69	66	35	43
DNOV00005343	29	35	26	23	29	17	54	41	35	14	26
DNOV00005344	63	63	24	25	47	10	58	63	23	21	41
DNOV00005345	26	26	12	8	13	6	31	29	7	11	14
DNOV00005346	8	28	5	3	10	5	20	17	2	5	16
DNOV00005347	0	0	0	0	0	0	0	0	0	0	0
DNOV00005348	6736	7178	4676	4380	4857	3660	11722	7973	6082	4745	5964
DNOV00005349	1381	1923	977	994	1523	845	2076	1476	1028	808	1143
DNOV00005350	18415	22029	13621	11630	12886	9105	27616	16842	13689	11412	13541
DNOV00005351	5	5	8	3	2	1	5	9	2	4	2
DNOV00005352	98	141	52	69	84	49	136	120	72	71	59
DNOV00005353	0	0	0	0	0	0	0	0	0	0	0
DNOV00005354	2338	3065	1243	1323	1739	1017	2948	2049	1350	1240	1584
DNOV00005355	331	497	186	245	331	146	860	546	388	406	511
DNOV00005356	275	255	148	148	150	78	304	228	141	106	104
DNOV00005357	2090	2017	1715	1516	1275	1259	3718	2154	2012	1360	1566
DNOV00005358	117	15	60	171	19	53	58	13	19	25	8
DNOV00005359	23	42	25	7	17	15	32	25	34	6	13
DNOV00005360	5004	2762	5266	4100	2773	4421	6012	2973	4239	1623	1461
DNOV00005361	3824	5755	2503	2183	3977	2066	8915	6434	4549	3796	5811
DNOV00005362	526	397	46	144	223	34	326	259	57	73	352
DNOV00005363	865	883	643	452	520	375	1236	751	620	407	549
DNOV00005364	159	153	147	78	106	81	312	171	179	93	119
DNOV00005365	0	0	0	0	3	1	0	0	0	0	0
DNOV00005366	5	0	0	1	1	2	4	4	2	0	0
DNOV00005367	2	2	1	0	1	0	0	8	1	1	2
DNOV00005368	3	1	2	0	2	0	8	2	1	1	1
DNOV00005369	16	16	16	11	11	16	23	7	17	4	8
DNOV00005370	2	1	5	0	0	0	10	4	1	2	1
DNOV00005371	738	482	674	375	293	349	1254	522	853	267	399
DNOV00005372	339	355	286	292	309	279	640	295	343	225	242
DNOV00005373	659	1054	471	468	628	331	1130	717	596	493	590
DNOV00005374	550	815	425	441	397	325	1004	460	551	390	301
DNOV00005375	992	1576	638	740	1021	546	1851	1336	851	762	842
DNOV00005376	1	9	0	0	9	0	2	22	0	0	0
DNOV00005377	16	17	8	5	6	8	47	16	18	23	17
DNOV00005378	8	6	6	9	6	2	21	6	10	9	4
DNOV00005379	2	0	1	2	0	2	3	0	0	2	1
DNOV00005380	2	1	1	2	0	0	7	1	0	1	0
DNOV00005381	32	9	3	17	2	5	45	7	3	21	0
DNOV00005382	0	0	0	0	0	0	0	0	0	0	0
DNOV00005383	0	1	1	0	1	0	3	1	0	0	0
DNOV00005384	0	1	1	1	1	0	0	1	0	2	1
DNOV00005385	3560	5018	2506	2258	3119	1992	4716	3270	2442	2554	3205
DNOV00005386	12	11	5	9	3	1	17	16	14	5	11
DNOV00005387	16	25	12	16	47	45	80	65	65	32	34
DNOV00005388	1	0	0	0	0	0	0	0	0	0	0
DNOV00005389	44	6	58	31	4	13	42	20	16	4	2
DNOV00005390	22	17	46	22	8	18	52	30	43	4	10
DNOV00005391	4	2	0	0	0	0	0	3	1	0	3
DNOV00005392	1	0	0	0	0	1	1	4	1	0	1
DNOV00005393	0	6	2	1	3	0	1	1	0	0	3
DNOV00005394	87	148	97	23	93	31	65	39	38	15	58
DNOV00005395	3805	5662	2419	2405	3762	2263	5625	4021	3101	2244	3404
DNOV00005396	3058	4686	2079	1824	3026	1425	4960	3803	2504	2116	3011
DNOV00005397	3510	4124	2614	2559	2748	2103	6364	3918	3197	2920	3238
DNOV00005398	309	182	235	163	155	162	408	213	203	172	159
DNOV00005399	23	8	21	23	6	14	23	11	15	19	6
DNOV00005400	859	962	551	576	717	497	863	469	452	378	348
DNOV00005401	2520	3516	1778	1545	1935	1207	4513	3196	2194	1899	2287
DNOV00005402	0	1	1	1	0	1	0	0	0	0	0
DNOV00005403	0	0	1	1	0	0	0	0	0	2	0
DNOV00005404	8	9	7	4	10	4	17	9	12	8	8
DNOV00005405	200	477	129	86	202	62	267	277	112	97	190
DNOV00005406	1582	1906	1186	1152	1262	1012	2663	1520	1464	1132	1288
DNOV00005407	1	0	2	0	1	0	3	0	2	0	0
DNOV00005408	98	65	59	86	65	57	133	91	77	54	86
DNOV00005409	0	0	0	0	0	0	0	0	0	0	0
DNOV00005410	0	0	0	0	0	0	0	0	0	0	0
DNOV00005411	2512	3224	1760	1447	2080	1361	3782	2501	1875	1533	1895
DNOV00005412	3	2	1	2	2	0	0	1	3	0	1
DNOV00005413	0	1	0	2	1	1	1	1	0	1	0
DNOV00005414	0	0	1	1	3	0	2	3	1	0	3
DNOV00005415	7	4	7	8	3	6	8	6	2	4	5
DNOV00005416	28	28	14	30	19	21	31	47	13	10	34
DNOV00005417	1	2	1	0	1	0	2	3	0	0	0
DNOV00004347	649	845	643	568	654	458	1036	628	477	436	494
DNOV00004348	73	78	51	68	59	42	100	110	44	37	62
DNOV00004349	424	613	300	169	415	208	644	626	412	136	375
DNOV00004350	772	1482	400	439	924	358	1450	1240	638	575	1031
DNOV00004351	303	426	262	178	255	169	489	462	283	202	245
DNOV00004352	1439	1814	872	811	1209	695	2001	1538	1086	820	1146
DNOV00004353	51	286	55	27	229	32	74	258	49	35	231
DNOV00004354	590	3084	618	329	2405	431	895	3176	713	408	2985
DNOV00004355	0	3	0	0	2	0	0	1	0	1	0
DNOV00004356	0	0	0	0	0	0	0	0	0	0	0
DNOV00004357	47	75	16	27	57	14	63	64	27	38	136
DNOV00004358	10	5	4	4	11	7	7	5	5	4	3
DNOV00004359	538	1167	367	355	698	332	812	984	505	364	1247
DNOV00004360	1380	2320	943	954	1712	948	2836	2368	1549	1295	2181
DNOV00004361	708	908	605	507	598	420	1066	714	605	510	571
DNOV00004362	1	1	0	2	1	1	4	0	2	1	2
DNOV00004363	179	261	162	149	175	115	448	274	226	186	276
DNOV00004364	0	0	0	0	0	0	5	0	0	0	1
DNOV00004365	7	4	3	3	5	5	11	7	7	5	2
DNOV00004366	169	87	129	178	88	131	323	139	130	130	85
DNOV00004367	4251	5401	2824	2339	3481	2159	6991	4908	3857	2724	3898
DNOV00004368	231	433	124	112	300	130	464	347	217	143	225
DNOV00004369	569	442	279	422	232	270	926	498	476	277	585
DNOV00004370	0	0	1	0	0	0	0	0	0	0	0
DNOV00004371	4354	5062	2785	2615	3407	2355	6357	4203	3114	2584	3147
DNOV00004372	707	1029	553	474	608	417	1144	734	582	480	626
DNOV00004373	169	177	141	79	113	73	208	148	144	81	94
DNOV00004374	478	548	303	293	367	267	728	481	382	267	390
DNOV00004375	858	973	626	521	701	452	1022	613	516	433	480
DNOV00004376	229	387	179	219	180	103	349	264	146	132	211
DNOV00004377	213	531	93	187	295	101	596	435	245	305	588
DNOV00004378	525	634	351	263	342	245	858	494	392	373	368
DNOV00004379	59	55	25	16	23	21	52	36	35	16	16
DNOV00004380	1	0	0	0	3	0	2	1	2	2	1
DNOV00004381	8	6	5	1	4	0	8	3	1	6	2
DNOV00004382	1	3	3	2	1	1	4	2	2	2	0
DNOV00004383	9	18	4	1	6	2	17	7	2	2	2
DNOV00004384	573	669	481	364	379	355	862	497	476	356	412
DNOV00004385	47	25	18	18	11	10	20	23	16	4	8
DNOV00004386	730	481	564	364	349	281	666	488	317	277	367
DNOV00004387	398	429	311	240	251	250	776	445	438	260	419
DNOV00004388	242	447	158	147	231	127	426	472	246	181	278
DNOV00004389	0	0	0	0	0	0	0	0	0	0	0
DNOV00004390	8	25	5	2	6	4	6	7	4	5	11
DNOV00004391	1903	4230	871	899	2288	732	2660	3283	1422	936	1758
DNOV00004392	1185	1466	793	610	964	513	2187	1387	1030	877	1169
DNOV00004393	1514	1511	1062	1128	1044	811	2920	1466	1271	1253	1110
DNOV00004394	1920	2022	1107	962	1209	904	2817	1395	1470	884	909
DNOV00004395	1284	1584	1009	809	1056	818	1849	1435	1113	751	1030
DNOV00004396	362	422	247	210	269	198	562	411	314	228	266
DNOV00004397	14	24	9	5	18	7	23	23	12	14	26
DNOV00004398	0	0	0	0	0	0	0	0	0	0	0
DNOV00004399	1236	1429	967	833	994	850	1830	1085	1026	826	995
DNOV00004400	434	557	323	271	345	179	768	585	438	286	393
DNOV00004401	237	149	115	108	82	55	286	113	82	113	83
DNOV00004402	4971	4125	2530	2743	1872	1490	6925	2967	2156	2820	2050
DNOV00004403	483	640	480	545	406	453	744	575	495	129	520
DNOV00004404	1376	1877	1013	578	932	547	1762	1296	919	583	1026
DNOV00004405	1	4	0	1	0	1	0	0	0	0	2
DNOV00004406	430	221	228	153	171	102	318	108	138	128	104
DNOV00004407	3	7	0	1	3	0	5	0	2	2	0
DNOV00004408	220	287	144	158	157	79	325	210	166	144	182
DNOV00004409	6	4	6	2	4	1	19	6	9	2	7
DNOV00004410	3227	4374	2286	1902	2717	1651	6041	3980	3131	2527	3391
DNOV00004411	357	381	297	204	236	193	615	324	323	183	214
DNOV00004412	0	0	0	0	0	0	0	0	0	0	1
DNOV00004413	448	639	358	304	333	203	775	445	387	322	427
DNOV00004414	314	633	113	70	287	40	282	420	104	51	101
DNOV00004415	537	1128	205	173	634	95	446	753	202	111	199
DNOV00004416	135	229	35	30	118	18	94	117	35	13	32
DNOV00004417	1	0	0	0	1	0	0	0	0	0	0
DNOV00004418	3	10	0	0	3	0	7	8	2	1	2
DNOV00018153	3607	5283	2741	1571	2541	1692	3232	3341	2025	781	1993
DNOV00018154	627	793	417	322	444	301	650	426	328	241	317
DNOV00016990	0	0	0	0	0	0	0	0	0	0	0
DNOV00016991	97	77	57	71	37	27	88	87	54	49	63
DNOV00016992	34	13	15	22	9	12	41	17	27	19	22
DNOV00016993	677	685	426	461	584	517	1013	623	577	409	633
DNOV00016994	0	0	0	0	0	0	0	0	0	0	0
DNOV00016995	1768	2454	1055	813	1239	726	2836	2239	1672	833	1261
DNOV00016996	2	2	0	1	1	1	1	4	1	2	1
DNOV00016997	56	52	70	66	144	46	81	107	28	20	163
DNOV00016998	0	0	1	0	0	0	0	0	0	0	0
DNOV00016999	0	1	0	0	0	0	0	2	0	0	1
DNOV00017000	0	0	0	0	0	0	0	0	0	0	0
DNOV00017001	3009	4441	2193	1802	2807	1675	5277	3786	2698	2177	3131
DNOV00017002	35	59	20	17	35	9	49	31	25	24	26
DNOV00017003	117	226	73	72	66	23	88	82	46	54	59
DNOV00017004	42	49	19	47	42	18	99	66	75	53	56
DNOV00017816	1323	1426	1159	756	926	913	2572	1428	1491	1078	1286
DNOV00017817	55	27	34	80	40	56	75	38	53	48	36
DNOV00017818	0	0	0	0	0	0	0	0	0	0	0
DNOV00016922	475	659	419	345	381	226	894	507	387	405	443
DNOV00016923	90	62	80	84	67	59	92	45	42	30	21
DNOV00016924	1466	1787	1145	868	1115	839	2750	1748	1411	919	1201
DNOV00016925	511	840	318	268	497	204	752	690	342	237	401
DNOV00016926	5214	8834	3519	2912	5032	2923	7645	5516	3836	2854	4112
DNOV00016927	45	76	20	40	42	26	38	29	15	21	15
DNOV00016928	106	549	57	32	257	29	78	393	45	19	222
DNOV00016929	298	606	227	235	347	148	448	415	197	169	266
DNOV00017416	0	0	0	0	0	0	0	0	0	0	0
DNOV00017417	91	29	62	124	41	71	132	73	92	57	56
DNOV00017418	4508	3580	2937	3191	2751	2062	5299	3080	2501	2349	2529
DNOV00017419	1	1	1	1	0	4	0	0	0	0	0
DNOV00017420	267	316	124	88	179	69	291	256	113	82	168
DNOV00014294	0	0	0	0	0	0	0	0	0	0	0
DNOV00014295	19	19	13	22	12	13	24	12	15	13	9
DNOV00014296	271	301	226	252	191	134	332	247	164	127	161
DNOV00014297	426	657	320	304	356	220	660	514	349	267	382
DNOV00014298	2249	3257	1563	1388	1606	875	3082	2335	1643	1251	1659
DNOV00014299	198	261	130	107	122	72	224	162	90	85	121
DNOV00014300	2	2	0	1	0	2	2	1	2	1	7
DNOV00014301	461	468	755	401	277	295	958	453	405	557	466
DNOV00014302	565	751	376	549	490	287	857	587	443	422	552
DNOV00014303	5190	8553	3452	3223	5233	2730	8678	7116	4391	4012	5782
DNOV00014304	2168	2904	1496	1495	1817	1135	3760	2634	1831	1432	2009
DNOV00014305	2698	3020	2138	1720	1842	1290	4152	2818	2301	1665	1976
DNOV00014306	492	574	372	359	321	255	644	441	299	298	337
DNOV00014307	3021	3649	2409	2470	2204	1552	5119	3184	2563	2016	2424
DNOV00014308	822	1086	628	587	586	336	1173	820	654	495	721
DNOV00014309	670	868	468	482	519	265	853	666	391	323	464
DNOV00016902	33	40	20	20	31	26	43	26	14	20	17
DNOV00016903	0	2	0	1	1	0	1	0	0	0	1
DNOV00016904	505	762	346	345	353	198	606	512	319	230	356
DNOV00016905	4281	5963	2853	2652	3457	2549	7514	4773	3663	2817	3577
DNOV00016906	705	1099	624	557	471	233	761	550	412	293	384
DNOV00016907	42	61	66	56	30	24	68	34	45	9	28
DNOV00016908	875	1113	679	639	639	477	1355	989	733	591	861
DNOV00016909	58	73	59	51	52	56	52	29	30	19	31
DNOV00016910	0	4	0	0	1	1	3	0	2	0	0
DNOV00016911	2	5	3	3	1	1	5	4	1	2	0
DNOV00016912	1445	2062	1106	942	1291	830	2380	1885	1443	1068	1417
DNOV00017532	1208	1907	812	682	1065	444	2220	1867	984	755	1230
DNOV00017533	962	709	769	861	400	420	1332	695	673	548	563
DNOV00017534	892	944	507	585	370	248	1127	594	418	400	351
DNOV00017761	299	480	216	218	289	146	344	286	185	128	226
DNOV00017762	186	281	153	148	85	55	243	138	111	90	64
DNOV00017763	55	77	47	57	19	9	46	28	24	21	31
DNOV00017764	231	355	181	197	175	98	336	279	173	124	182
DNOV00017765	1104	2006	854	900	962	441	1890	1584	917	743	1032
DNOV00017150	682	705	502	655	423	340	993	643	540	423	571
DNOV00017151	129	172	99	138	118	96	260	145	124	68	72
DNOV00017152	1694	2469	1104	1055	1380	734	2681	1978	1243	1051	1378
DNOV00017153	2081	2272	1771	1650	1261	1046	2865	1697	1426	1218	1258
DNOV00017154	1997	2909	1383	1260	1700	940	3143	2119	1556	1459	1732
DNOV00017155	1588	1886	1217	1097	851	550	2467	1433	1110	943	1217
DNOV00017156	3497	4269	2521	2655	2192	1305	4869	3260	2389	2114	2233
DNOV00017157	1054	1699	800	711	926	550	2177	1563	1129	960	1308
DNOV00004419	327	434	217	196	329	214	672	443	299	251	396
DNOV00004420	334	406	228	244	270	204	544	288	284	243	221
DNOV00004421	81	55	50	89	30	43	165	51	50	66	73
DNOV00004422	3	9	7	6	0	4	11	3	6	5	4
DNOV00004423	116	130	47	57	65	50	176	90	108	91	92
DNOV00004424	531	442	400	437	318	363	938	401	615	368	446
DNOV00004425	496	888	332	248	532	245	915	831	496	262	567
DNOV00004426	968	1128	653	587	679	457	1107	647	518	507	656
DNOV00004427	475	737	343	319	438	228	1019	628	511	419	521
DNOV00004428	75	27	49	78	37	57	66	15	32	17	9
DNOV00004429	3137	1400	2693	2415	1313	2339	5397	1465	3044	2032	1240
DNOV00004430	130	126	106	69	74	72	223	134	139	123	91
DNOV00004431	338	402	229	188	249	212	556	338	328	230	247
DNOV00004432	590	923	476	316	535	256	1073	804	580	454	742
DNOV00004433	28	27	17	18	18	5	41	32	19	13	19
DNOV00004434	292	320	219	225	184	140	450	261	210	166	207
DNOV00004435	420	461	292	282	303	233	732	468	367	240	321
DNOV00004436	289	373	183	207	226	148	439	371	276	187	253
DNOV00004437	2896	1454	2834	2359	1574	2182	5674	2242	3392	2634	2589
DNOV00004438	1	0	3	3	0	2	1	0	1	2	0
DNOV00004439	2	0	1	1	0	0	0	0	1	0	0
DNOV00004440	300	316	199	196	192	166	417	235	216	160	201
DNOV00004441	204	312	114	118	189	103	363	252	178	160	187
DNOV00004442	371	378	278	338	264	206	529	318	258	241	335
DNOV00004443	3268	4484	2197	1921	2804	1813	6269	4021	3105	2575	3456
DNOV00004444	550	563	684	516	437	450	1560	525	539	670	487
DNOV00004445	563	773	361	419	532	340	1016	712	483	414	564
DNOV00004446	1820	2894	1166	1081	1876	907	2776	2202	1370	1130	1721
DNOV00004447	936	909	628	557	556	472	1493	847	764	624	964
DNOV00004448	376	282	298	183	194	179	361	241	148	112	126
DNOV00004449	0	1	3	0	0	1	4	0	0	1	0
DNOV00004450	1206	1118	949	784	780	702	2046	1194	1182	850	1130
DNOV00004451	19	15	23	8	6	12	34	8	24	11	10
DNOV00004452	0	0	0	0	0	0	0	0	0	0	0
DNOV00004453	21	3	14	15	5	23	10	3	13	5	11
DNOV00004454	2791	2302	2208	2068	1254	1461	3356	1494	1767	1324	1354
DNOV00004455	262	220	250	208	211	195	396	216	232	167	208
DNOV00004456	161	146	127	83	80	76	207	104	117	65	86
DNOV00004457	3151	2689	2258	2532	1941	2081	3941	1609	2043	1574	1657
DNOV00004458	117	57	63	109	88	48	186	91	76	88	49
DNOV00004459	614	796	399	401	455	383	777	455	366	389	486
DNOV00004460	1770	2156	1337	1237	1374	1068	3426	1885	1723	1322	1476
DNOV00004461	976	1245	655	585	664	551	1970	1109	925	674	784
DNOV00004462	1127	1556	727	770	1053	604	1590	1146	807	610	891
DNOV00004463	3945	5231	2674	2405	2886	1837	6799	4127	3330	2718	3174
DNOV00004464	2	4	4	0	0	1	4	3	1	1	1
DNOV00004465	567	592	361	331	345	260	815	463	413	292	404
DNOV00004466	49	91	43	35	51	21	100	40	43	13	18
DNOV00004467	0	0	0	0	0	0	0	0	0	0	0
DNOV00004468	0	0	0	0	0	0	0	0	0	0	0
DNOV00004469	221	183	164	122	156	159	273	138	137	109	139
DNOV00004470	956	1560	628	497	963	462	1473	993	835	437	696
DNOV00004471	690	995	457	447	668	390	1150	909	608	584	732
DNOV00004472	61	68	37	32	41	16	72	61	35	32	48
DNOV00004473	43	119	21	12	82	20	38	78	17	16	97
DNOV00004474	943	773	950	793	612	909	2141	1000	1510	1489	1303
DNOV00004475	779	1271	410	173	1095	182	1395	1602	582	222	724
DNOV00004476	0	0	2	0	0	0	0	1	0	0	0
DNOV00004477	2	3	0	0	1	1	0	1	0	1	1
DNOV00004478	3	3	2	1	6	0	3	6	0	8	0
DNOV00004479	2032	2362	2028	946	2338	1247	3001	3924	2326	1145	5710
DNOV00004480	1505	1024	1583	1733	1586	1715	3336	2452	2608	1848	3395
DNOV00004481	26	38	24	19	19	13	35	19	18	25	17
DNOV00004482	595	882	434	350	808	361	986	950	569	458	948
DNOV00004483	3931	3188	3703	2631	2397	3057	7304	3525	4959	3830	3123
DNOV00004484	8	3	6	12	5	5	20	5	10	15	3
DNOV00004485	8	3	2	1	0	6	7	1	6	4	3
DNOV00004486	105	91	71	54	51	47	157	120	82	48	123
DNOV00017024	228	364	125	185	136	59	260	230	128	107	182
DNOV00017025	2508	3387	1636	1535	2247	1395	3526	2644	1985	1496	2063
DNOV00017026	769	992	438	481	680	354	1229	748	579	457	610
DNOV00017027	6	2	3	1	4	0	19	11	14	5	3
DNOV00017028	1024	1580	807	812	742	364	1541	1137	696	596	829
DNOV00017029	0	0	0	0	0	0	0	0	0	0	0
DNOV00017030	0	0	0	0	0	0	0	0	0	0	0
DNOV00017215	978	708	792	801	691	557	1373	710	758	508	413
DNOV00017216	1496	1586	1022	1064	1007	663	1998	1379	973	952	1025
DNOV00017217	4651	6811	3056	2424	3898	2392	7615	5096	3818	2970	4072
DNOV00017218	113	56	30	39	33	14	124	25	12	15	3
DNOV00017219	1632	2174	1213	1027	1440	907	2624	2028	1374	1045	1533
DNOV00018957	0	0	0	0	0	0	0	0	0	0	0
DNOV00018092	6	6	4	2	3	1	0	2	0	1	0
DNOV00017732	669	897	535	471	507	351	1139	853	557	464	574
DNOV00017733	218	312	138	160	201	113	396	315	195	145	216
DNOV00017734	259	435	257	230	191	132	517	408	279	159	216
DNOV00017735	800	1668	486	519	1202	439	1676	1539	852	811	1297
DNOV00017736	2674	2905	1880	1442	1735	1126	3042	1848	1438	1334	1499
DNOV00017737	36	69	8	17	33	7	59	83	21	21	34
DNOV00016187	0	2	0	1	0	0	0	2	0	0	0
DNOV00016188	1834	2368	1579	1264	1476	1146	2783	2434	1687	1092	1655
DNOV00016189	507	692	437	327	389	276	814	619	464	336	440
DNOV00016190	1	7	1	4	0	0	2	0	0	1	0
DNOV00016191	1652	1896	1534	1613	1288	960	2546	1571	1309	1095	1063
DNOV00016192	5	4	5	11	6	8	6	4	8	2	3
DNOV00016193	145	170	160	140	59	34	160	106	78	58	53
DNOV00016194	424	747	351	470	354	149	673	493	312	273	322
DNOV00016195	18	19	22	17	19	8	20	18	17	12	11
DNOV00016196	3	3	1	0	0	0	0	0	1	1	1
DNOV00016197	124	206	84	106	120	47	146	91	79	47	95
DNOV00016198	2	0	2	1	1	0	2	0	1	0	1
DNOV00016199	0	0	0	1	0	1	0	0	0	1	1
DNOV00016200	0	0	0	0	0	0	0	0	0	0	0
DNOV00016201	141	119	126	93	75	61	156	104	71	54	75
DNOV00018619	74	93	60	70	55	62	95	53	68	26	30
DNOV00018620	10	12	11	3	8	4	0	0	0	1	2
DNOV00017580	619	548	494	503	430	478	1050	614	674	448	630
DNOV00017581	55	58	48	31	31	26	84	67	46	32	43
DNOV00017582	1793	3041	1185	985	1847	907	3253	2678	1599	1337	1867
DNOV00017583	14	31	6	8	18	9	36	22	14	13	21
DNOV00017584	10	6	8	3	3	4	25	4	9	6	4
DNOV00017585	527	684	408	340	473	303	937	580	499	394	489
DNOV00017998	58	148	41	13	103	10	37	284	19	9	196
DNOV00017999	514	317	549	278	237	228	679	602	437	242	411
DNOV00018000	722	915	893	566	1004	512	1224	2134	808	485	1632
DNOV00017310	23	11	12	11	14	11	39	17	28	14	32
DNOV00017311	0	0	0	0	0	0	0	0	0	0	0
DNOV00007198	899	1153	619	485	674	490	1249	902	690	456	510
DNOV00007199	1624	2189	1157	907	1237	918	3012	1931	1736	1258	1476
DNOV00007200	10	11	2	2	5	4	4	6	5	2	2
DNOV00007201	0	0	0	1	0	0	1	0	1	0	1
DNOV00007202	384	432	368	259	270	364	515	249	299	227	279
DNOV00007203	11	6	32	18	6	32	44	18	40	10	27
DNOV00007204	7	7	8	6	5	15	7	7	13	2	2
DNOV00007205	364	736	309	234	371	222	506	455	271	140	281
DNOV00007206	55	96	50	23	53	19	89	68	65	30	58
DNOV00007207	9	5	7	8	2	3	13	9	5	7	6
